N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
92,한국비엔씨,"14,550",650,-4.28%,100,"2,462,264","15,100","15,550","14,500","14,550","14,600","36,745","2,527,968","142,406","79,465","51,532",3.28,"7,498",194,676,306,9,10.02,14,"-3,461",0,-59.42,-4.20,4.41,2.43,20.81,678.9
93,엘앤씨바이오,"33,000",100,-0.30%,500,"62,907","33,100","33,200","32,450","32,950","33,000","2,064","96,354","4,550","8,037","22,685",7.57,"7,486",330,806,193,73,13.11,121,498,50,-18.91,66.27,18.65,16.55,10.09,464.4
94,나노스,"4,080",10,-0.24%,100,"341,996","4,090","4,105","3,940","4,055","4,080","1,376","327,815","19,032","44,510","177,134",0.29,"7,227",570,809,438,6,8.26,-18,-21,0,104.02,-194.29,-4.75,-2.14,16.31,156.5
95,에디슨EV,"25,000",300,-1.19%,500,"1,231,220","25,150","25,450","24,300","24,950","25,000","30,564","1,727,736","25,498","33,326","28,903",0.77,"7,226",136,295,124,-74,-20.15,-105,-398,0,5.36,-62.81,-48.29,-31.03,18.80,596.4
96,우리기술투자,"8,550",290,-3.28%,500,"2,246,879","8,710","8,720","8,440","8,540","8,550","19,205","2,289,646","88,257","89,940","84,000",4.83,"7,182",447,"1,295",169,366,94.80,286,"3,581",N/A,175.35,2.39,30.42,26.91,1.70,175.2
97,다날,"10,400",300,-2.80%,500,"2,465,917","10,550","10,600","10,200","10,350","10,400","25,543","4,866,646","453,340","240,327","68,949",5.26,"7,171","2,294","5,701","3,365",150,20.01,124,586,N/A,37.45,17.75,7.87,2.29,2.20,679.5
98,피에스케이,"48,550",0,0.00%,500,"160,187","48,500","49,100","48,200","48,500","48,550","7,784","381,402","16,208","10,393","14,765",10.48,"7,168","2,657","2,686",512,316,71.87,223,"4,349",300,86.70,11.16,11.00,9.04,2.52,"2,856.4"
99,삼강엠앤티,"19,300",0,0.00%,500,"453,208","19,200","19,700","18,950","19,300","19,350","8,763","554,295","54,193","54,200","36,574",3.11,"7,059","4,272","6,600","4,263",290,11.11,122,232,0,241.05,83.19,5.54,1.90,3.76,789.8
100,박셀바이오,"46,100","8,900",+23.92%,500,"7,645,626","37,100","47,650","36,250","46,100","46,150","343,841","359,775","11,085","17,353","15,223",4.19,"7,018",N/A,355,8,-43,N/A,-40,-296,0,-6.09,-155.74,-18.22,-17.50,22.12,821.6
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
101,안랩,"69,300","1,500",-2.12%,500,"463,237","71,400","72,100","68,600","69,200","69,300","32,597","1,621,047","19,578","14,916","10,014",15.98,"6,940","1,782","2,808",635,200,6.70,185,"3,759",900,8.44,18.44,8.80,6.83,2.48,"4,492.2"
102,네오이뮨텍(Reg.S),"7,000",10,-0.14%,0,"532,567","7,050","7,200","6,960","7,000","7,010","3,754","727,255","48,451","18,149","98,742",9.32,"6,912",N/A,963,116,-309,N/A,-300,-526,0,-92.69,-13.31,-29.94,-27.58,3.95,"4,701,199.8"
103,코웰패션,"7,800",140,-1.76%,500,"435,163","7,900","7,940","7,680","7,800","7,810","3,385","314,874","40,593","18,226","88,500",3.75,"6,903","4,264","3,723",832,801,8.05,608,688,120,5.23,11.34,22.98,16.50,1.58,541.6
104,인트론바이오,"20,200",400,+2.02%,500,"271,365","19,600","20,300","19,450","20,200","20,250","5,398","229,272","27,191","20,102","34,151",9.41,"6,898",454,"1,005",152,157,444.28,149,332,0,460.26,60.84,19.89,15.77,6.87,427.4
105,원익QnC,"26,150",0,0.00%,500,"180,949","26,050","26,300","25,600","26,150","26,200","4,701","392,084","12,006","10,679","26,288",2.64,"6,874","5,256","7,431","4,405",412,99.82,155,"2,024",N/A,50.70,12.92,11.44,2.23,2.34,"1,731.7"
106,맘스터치,"6,750",130,+1.96%,100,"108,506","6,650","6,820","6,530","6,740","6,750",723,"35,257","6,982","28,046","101,818",0.16,"6,873","2,860","1,168",386,263,-0.97,234,144,N/A,38.48,46.88,29.60,18.22,7.43,"1,016.4"
107,티에스이,"61,300","2,200",-3.46%,500,"58,901","62,800","63,400","60,800","61,300","61,400","3,617","62,716","9,399","2,044","11,061",8.94,"6,781","2,855","3,011",762,427,49.10,294,"3,271",250,106.69,18.74,15.10,10.42,2.83,"3,466.7"
108,데브시스터즈,"57,100","1,500",-2.56%,500,"130,471","58,800","59,100","56,100","57,100","57,200","7,469","82,779","8,067","3,092","11,816",3.75,"6,747",705,"1,322",325,-61,87.54,-59,"3,158",0,72.40,18.08,-5.70,-4.62,3.93,"2,416.9"
109,비에이치,"19,900",450,-2.21%,500,"417,709","20,150","20,200","19,700","19,850","19,900","8,300","563,022","132,078","36,771","33,810",9.24,"6,728","7,214","5,611","2,441",340,10.16,259,"1,049",250,-45.59,18.97,8.69,4.99,1.68,"2,092.1"
110,네패스,"29,150",450,-1.52%,500,"95,303","29,300","29,450","28,850","29,100","29,150","2,770","127,352","39,333","6,515","23,059",7.46,"6,722","3,436","8,017","5,411",-36,-3.58,-627,"-2,225",N/A,-105.79,-13.10,-23.33,-9.47,3.28,"1,713.9"
111,상아프론테크,"41,850",950,-2.22%,500,"131,972","42,800","42,800","41,100","41,850","41,900","5,511","151,853","7,286","7,049","15,989",2.64,"6,691","1,533","2,833","1,333",74,-17.63,23,395,160,-50.40,105.95,1.58,0.87,3.66,"1,890.5"
112,휴마시스,"19,300",750,-3.74%,100,"1,789,974","19,800","20,000","19,000","19,300","19,350","34,661","5,802,776","117,236","63,684","34,224",4.35,"6,605","3,218","3,407","1,387","1,936",603.96,"1,512","4,418",200,663.43,4.37,120.63,73.95,3.27,"5,726.9"
113,서진시스템,"35,150",600,+1.74%,500,"187,741","34,650","35,550","34,050","35,150","35,200","6,551","162,409","9,202","11,677","18,790",5.46,"6,605","3,219","6,921","4,501",49,-17.96,-58,"1,929",0,-90.98,18.22,-2.18,-0.93,1.93,"2,782.6"
114,파트론,"11,150",400,-3.46%,500,"985,601","11,550","11,600","11,100","11,100","11,150","11,060","577,185","211,932","169,274","58,918",17.67,"6,569","11,793","6,052","2,076",419,-6.00,206,"1,176",250,-60.12,9.48,6.20,3.65,1.37,"1,393.8"
115,이오플로우,"21,500",200,+0.94%,100,"96,448","21,300","21,600","20,800","21,450","21,500","2,038","91,245","7,853","17,677","30,091",10.22,"6,470",0,292,43,-129,N/A,-196,"-1,187",0,-51.44,-18.11,-138.74,-100.32,24.13,"1,988.5"
116,테스나,"43,650","1,100",-2.46%,500,"271,366","44,600","44,600","43,550","43,650","43,700","11,890","173,945","37,890","8,558","14,760",3.17,"6,443","1,325","4,561","2,323",306,36.86,372,"2,863",130,26.36,15.25,19.23,9.32,3.02,"2,478.9"
117,조이시티,"9,400",190,+2.06%,500,"2,414,065","9,210","9,600","9,010","9,400","9,410","22,471","3,991,672","100,374","58,359","68,399",6.08,"6,429","1,654","1,113",334,205,60.36,117,162,0,139.52,58.02,21.79,13.29,6.37,"1,140.2"
118,에스앤에스텍,"29,950",800,-2.60%,500,"219,453","31,100","31,100","29,800","29,950","30,000","6,645","621,918","13,886","3,841","21,451",3.82,"6,425",874,"1,860",215,110,N/A,110,519,80,N/A,57.71,N/A,N/A,3.63,"1,454.6"
119,이엠텍,"39,750",150,-0.38%,500,"100,985","39,800","40,050","39,200","39,650","39,750","3,998","244,476","13,344","2,960","15,888",6.56,"6,315","2,829","2,832",945,21,5.51,6,"2,166",0,136.86,18.35,0.51,0.24,2.62,"2,162.9"
120,넵튠,"19,800",500,-2.46%,500,"67,453","20,250","20,250","19,600","19,800","19,850","1,334","51,957","16,483","8,250","31,814",0.73,"6,299",196,"1,613",527,-87,8.89,438,"4,713",0,14.31,4.20,49.96,31.66,1.49,883.4
121,케어젠,"58,600",0,0.00%,500,"2,625","58,600","58,600","57,900","58,500","58,600",153,"5,739",834,"1,441","10,743",4.28,"6,295",603,"2,166",113,320,-6.81,314,"2,946","2,000",-9.60,19.89,14.91,14.03,2.80,"5,049.8"
122,엔케이맥스,"16,100",400,-2.42%,500,"150,388","16,450","16,450","15,950","16,050","16,100","2,419","240,755","22,279","9,624","38,519",5.90,"6,202",104,"2,053",853,-412,18.54,-414,"-1,160",0,-71.04,-13.88,-36.46,-21.39,4.94,574.7
123,루트로닉,"23,600",100,+0.43%,500,"376,310","23,500","24,100","23,200","23,600","23,650","8,893","599,056","20,082","53,392","26,233",9.97,"6,191","1,156","1,756",786,62,0.27,-154,356,0,336.73,66.29,-14.56,-8.06,5.22,661.8
124,젬백스,"15,500",350,-2.21%,500,"139,935","15,900","15,900","15,450","15,500","15,550","2,176","158,890","38,542","21,161","39,813",6.56,"6,171",657,"1,588",236,14,53.91,16,368,0,117.12,42.12,1.44,1.02,4.05,605.6
125,파인테크닉스,"13,650",150,+1.11%,500,"1,226,857","13,400","14,000","13,400","13,600","13,650","16,818","886,450","135,257","337,700","45,192",1.41,"6,169","1,698","1,389",597,101,32.82,63,454,0,25.08,30.07,9.23,4.50,6.10,183.9
126,나노신소재,"56,200","1,400",-2.43%,500,"84,544","57,300","57,300","55,500","56,200","56,300","4,749","129,717","8,942","3,285","10,848",2.14,"6,097",485,"1,066",145,15,-0.75,16,624,100,-71.54,90.06,1.77,1.58,6.11,"1,651.6"
127,솔브레인홀딩스,"29,050","1,000",-3.33%,500,"34,394","29,600","29,950","28,950","29,050","29,100","1,005","40,606","9,411","1,686","20,964",4.66,"6,090","2,357","13,394","3,033",166,-5.85,"14,444","3,258",0,14.96,8.92,154.56,115.61,0.55,"25,947.9"
128,넷게임즈,"20,550","2,350",-10.26%,500,"4,664,916","22,550","22,900","20,550","20,550","20,600","101,106","11,240,369","64,265","6,790","28,857",0.96,"5,930",814,944,280,255,185.65,261,106,0,249.10,193.87,49.93,31.19,9.40,356.4
129,엑세스바이오,"16,250",400,-2.40%,0,"366,200","16,650","16,650","16,200","16,250","16,300","5,977","370,284","80,682","38,610","36,316",4.38,"5,901","1,218","1,702",835,687,182.86,478,"4,627",N/A,954.74,3.51,89.16,39.86,2.72,"4,559.1"
130,바텍,"38,850",250,+0.65%,500,"74,948","38,700","39,350","38,200","38,700","38,850","2,899","172,550","8,442","4,665","14,854",28.32,"5,771","2,443","3,539","1,250",316,-10.08,-218,601,100,-26.33,64.64,-10.28,-5.88,2.17,"2,883.1"
131,제이시스메디칼,"8,010",20,-0.25%,100,"652,803","8,010","8,060","7,920","8,010","8,020","5,212","991,980","37,066","84,502","71,299",7.24,"5,711",508,392,222,114,37.92,75,99,0,316.58,80.91,190.55,22.52,16.44,447.3
132,유니테스트,"26,850",50,-0.19%,500,"53,084","26,900","26,950","26,400","26,800","26,850","1,412","94,653","11,153","4,358","21,134",10.26,"5,675","1,235","1,990",427,27,-37.74,12,147,N/A,-91.06,182.65,1.06,0.62,3.52,"1,409.3"
133,디오,"35,900","1,350",+3.91%,500,"216,083","34,900","36,450","34,600","35,900","35,950","7,696","411,961","5,096","10,282","15,774",27.71,"5,663","1,201","3,214","1,595",300,-5.59,114,"1,651",0,-13.69,21.74,7.37,3.84,2.84,"1,957.0"
134,네오위즈,"25,550",500,-1.92%,500,"291,722","26,350","26,450","25,250","25,550","25,600","7,485","463,076","23,425","10,359","22,034",8.62,"5,630","2,896","4,794",837,603,13.80,622,"2,526",0,85.26,10.11,16.95,14.17,1.29,"4,000.7"
135,초록뱀미디어,"2,585",10,+0.39%,500,"3,180,718","2,595","2,635","2,555","2,585","2,590","8,253","2,267,992","260,930","262,772","216,827",2.36,"5,605",467,"2,991","1,657",-86,-3.67,-338,61,0,-713.10,42.38,-28.82,-13.91,2.06,107.9
136,넥스틴,"57,600",0,0.00%,500,"18,973","57,200","57,900","56,600","57,600","57,700","1,085","19,032","2,035","1,973","9,682",13.90,"5,577",494,543,84,181,426.37,147,"2,092",0,"1,128.41",27.53,62.17,40.46,9.01,"2,792.0"
137,코미팜,"8,550",90,-1.04%,100,"116,929","8,620","8,620","8,460","8,550","8,570",996,"185,025","19,648","10,296","64,186",3.98,"5,488",372,"1,219",438,-22,4.71,-40,-67,N/A,59.98,-127.61,-3.77,-3.20,7.43,"1,108.7"
138,셀리버리,"31,650","1,150",-3.51%,500,"176,905","32,550","32,650","31,150","31,650","31,750","5,597","273,842","9,188","3,549","17,334",6.81,"5,486",8,605,221,-176,-63.28,-172,"-1,473",0,-20.76,-21.49,-52.53,-37.75,13.80,716.9
139,인탑스,"31,650",150,-0.47%,500,"130,855","31,650","32,100","31,350","31,600","31,650","4,140","208,774","11,078","8,039","17,200",14.82,"5,444","7,778","7,297","1,736",650,-14.57,547,"4,736",250,-8.03,6.68,8.95,7.70,1.00,"5,405.7"
140,매일유업,"68,800",100,+0.15%,500,"6,745","68,500","68,800","67,900","68,500","68,800",460,"6,908","1,203","2,413","7,844",15.40,"5,396","14,631","7,448","3,047",865,5.01,577,"8,590",800,1.40,8.01,13.67,8.12,1.07,"11,662.3"
141,서부T&D,"9,100",20,-0.22%,500,"218,821","9,100","9,230","9,000","9,100","9,110","1,988","165,366","13,410","23,635","59,259",11.55,"5,393",848,"19,789","13,487",-227,N/A,-352,-511,58,N/A,-17.81,N/A,N/A,0.89,"1,804.9"
142,코미코,"53,700","1,300",-2.36%,500,"37,446","54,700","54,800","53,300","53,600","53,700","2,010","64,345","3,712","2,219","10,020",37.92,"5,381","2,008","3,151","1,456",356,15.78,233,"3,780",350,3.08,14.21,16.06,7.68,2.56,"3,185.0"
143,에코마케팅,"16,700",350,-2.05%,100,"206,730","17,050","17,050","16,500","16,650","16,700","3,440","225,186","39,814","8,601","32,148",4.34,"5,369","1,770","1,950",457,589,58.98,548,824,670,55.56,20.27,42.16,32.74,3.54,"4,065.0"
144,압타바이오,"24,000",900,-3.61%,500,"151,186","24,950","24,950","23,850","24,000","24,050","3,641","151,075","19,537","4,107","22,299",6.11,"5,352",3,754,34,-61,-66.52,-39,-468,0,15.19,-51.28,-5.33,-5.13,8.34,"1,192.3"
145,ISC,"30,750",400,-1.28%,500,"272,343","31,000","31,000","29,850","30,700","30,750","8,256","416,691","4,779","13,695","17,399",5.64,"5,350","1,218","2,395",667,181,38.88,55,"1,059",150,792.42,29.04,3.68,2.46,2.44,"2,471.2"
146,네패스아크,"43,900",100,-0.23%,500,"44,855","44,350","44,450","43,750","43,900","44,000","1,974","52,802","4,486","6,252","12,184",0.80,"5,349",678,"3,019","1,539",87,23.99,-351,"-4,124",0,-52.49,-10.65,-39.12,-15.26,2.76,"2,646.2"
147,티케이케미칼,"5,880",290,+5.19%,500,"4,018,633","5,610","5,940","5,540","5,870","5,880","23,275","830,333","44,774","142,843","90,895",3.93,"5,345","4,293","6,789","4,117",-208,-30.85,-14,"2,849",N/A,-315.84,2.06,-0.50,-0.20,0.94,452.8
148,삼표시멘트,"4,925",70,+1.44%,500,"1,546,439","4,890","5,090","4,790","4,920","4,925","7,638","562,936","49,151","26,830","107,916",1.16,"5,315","5,432","13,493","7,064",617,-8.79,137,177,75,28.34,27.82,2.15,1.02,0.83,"1,105.8"
149,한글과컴퓨터,"21,000",250,-1.18%,500,"295,370","21,250","21,300","20,650","21,000","21,050","6,173","370,455","34,304","15,862","25,204",7.41,"5,293","4,014","7,223","2,698",682,25.72,466,"1,255",0,105.42,16.73,14.72,6.79,1.68,"2,094.8"
150,상상인,"9,550",110,-1.14%,"1,000","147,359","9,700","9,700","9,480","9,550","9,600","1,409","218,172","16,887","5,146","55,328",8.54,"5,284","4,542","36,059","29,144",941,-16.10,643,"1,643",0,-48.43,5.81,11.17,1.78,0.78,938.5
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
151,휴온스,"48,100",200,+0.42%,500,"30,101","47,950","49,000","47,850","48,100","48,150","1,455","20,709","2,626",678,"10,860",21.86,"5,224","4,067","4,165","1,730",541,11.41,566,"4,561",538,11.83,10.55,25.66,15.79,2.14,"4,882.6"
152,미래에셋벤처투자,"11,300",300,+2.73%,"1,000","541,850","11,000","11,300","10,800","11,250","11,300","5,989","506,788","40,165","113,522","46,196",1.47,"5,220","1,281","5,198","3,393",389,39.08,320,"1,303",148,139.23,8.67,19.13,6.81,2.50,288.3
153,덱스터,"20,550",450,-2.14%,500,"357,888","20,750","20,900","20,200","20,500","20,550","7,333","458,089","37,508","22,465","25,401",3.15,"5,220",263,686,113,2,-52.55,-30,-258,0,103.78,-79.65,-5.40,-4.51,9.04,381.9
154,다우데이타,"13,600",100,+0.74%,500,"64,808","13,600","13,700","13,450","13,600","13,650",881,"86,251","19,475","19,195","38,300",9.54,"5,209","50,939","389,976","356,794","10,553",56.16,"6,580","3,908",250,88.80,3.48,14.16,2.05,0.57,"3,384.9"
155,코오롱티슈진,"8,010",0,0.00%,0,0,0,0,0,0,0,0,0,0,0,"64,745",6.65,"5,186",36,727,247,-416,17.17,-418,-702,0,8.02,-11.41,-59.61,-42.46,26.43,"1,849,534.7"
156,인선이엔티,"11,100",250,+2.30%,500,"398,397","10,900","11,200","10,800","11,050","11,100","4,370","252,897","93,747","83,727","46,564",4.31,"5,169","2,086","4,863","1,737",489,13.38,355,698,N/A,65.26,15.90,13.72,8.52,1.54,"1,240.8"
157,아미코젠,"26,150",400,-1.51%,500,"65,352","26,750","27,000","26,150","26,150","26,200","1,730","65,194","6,660","17,219","19,752",10.88,"5,165","1,159","2,834",906,31,0.59,323,"1,724",0,242.14,15.17,22.99,12.31,2.47,"1,622.6"
158,KH바텍,"21,800",500,-2.24%,500,"258,784","22,350","22,350","21,750","21,800","21,850","5,676","329,410","53,941","15,425","23,677",10.34,"5,162","1,850","2,949","1,197",35,-9.15,-138,210,0,-49.43,103.81,-7.58,-4.78,2.36,"1,479.3"
159,덕산테코피아,"28,000",400,-1.41%,500,"95,078","28,400","28,650","27,750","28,000","28,050","2,670","147,122","11,118","12,231","18,377",1.70,"5,146",784,"1,705",124,140,N/A,126,"1,109",0,N/A,25.25,N/A,N/A,2.96,"1,622.5"
160,더네이쳐홀딩스,"35,000","1,400",-3.85%,500,"96,048","35,950","36,100","34,750","34,950","35,000","3,383","126,886","6,764","3,119","14,545",14.13,"5,091","2,909","2,585",938,552,23.60,404,"2,926",200,38.66,11.96,33.66,20.61,2.81,"4,401.6"
161,테스,"25,500",200,-0.78%,500,"80,529","25,500","25,650","25,200","25,450","25,500","2,044","145,737","23,076","8,392","19,768",9.80,"5,041","2,460","2,749",384,317,37.89,300,"3,073",450,169.64,8.30,13.30,11.48,1.70,"2,463.6"
162,쿠콘,"49,350",750,-1.50%,500,"47,647","49,950","50,100","49,100","49,350","49,400","2,354","49,114","3,347",679,"10,092",7.14,"4,980",514,"1,420",755,112,24.56,189,918,0,80.17,53.76,36.49,15.78,3.81,"1,603.2"
163,국일제지,"3,900",30,+0.78%,100,"1,030,778","3,865","3,990","3,800","3,900","3,905","4,008","970,954","82,939","23,787","127,617",3.96,"4,977","1,001","1,273",581,4,19.33,-5,-27,0,-38.79,-144.44,-0.84,-0.38,6.99,366.0
164,에이스테크,"11,350",0,0.00%,500,"267,536","11,350","11,650","11,200","11,300","11,350","3,044","212,137","67,590","35,231","43,724",4.97,"4,963","2,108","3,530","2,815",-614,-44.33,-831,"-1,079",0,"-2,356.88",-10.52,-103.89,-22.67,6.18,211.8
165,원준,"98,800","1,100",-1.10%,100,"29,010","98,900","100,600","97,000","98,800","98,900","2,870","59,469","1,300","1,109","5,020",0.76,"4,960",640,654,399,-41,-31.10,44,N/A,0,-113.72,N/A,18.96,8.19,N/A,"6,343.4"
166,KG이니시스,"17,600",400,-2.22%,500,"242,347","18,350","18,400","17,550","17,600","17,650","4,334","148,149","22,700","16,343","27,904",13.56,"4,911","8,102","14,005","9,483",980,8.37,530,"2,088",350,19.20,8.43,15.23,3.96,1.27,"2,039.6"
167,에이스침대,"44,100",100,-0.23%,"1,000",369,"44,200","44,200","43,650","43,850","44,100",16,370,244,382,"11,090",4.00,"4,891","2,895","5,759",690,493,N/A,493,"5,847","1,100",N/A,7.54,N/A,N/A,0.83,"4,569.4"
168,바이넥스,"15,350",0,0.00%,500,"547,483","15,450","15,850","15,250","15,350","15,400","8,488","1,220,885","64,338","58,923","31,761",6.96,"4,875","1,330","2,701",961,161,6.16,63,319,N/A,43.13,48.12,3.84,2.69,2.68,928.4
169,엘비세미콘,"11,100",400,-3.48%,500,"618,034","11,150","11,300","11,000","11,050","11,100","6,865","351,580","167,293","61,330","43,785",2.43,"4,860","4,428","5,275","3,092",428,13.41,316,959,50,-15.21,11.57,16.71,6.29,2.16,684.1
170,에이피티씨,"20,450",750,+3.81%,100,"346,908","19,650","20,750","19,400","20,450","20,500","7,083","162,675","15,062","51,315","23,701",2.67,"4,847",930,"1,184",288,296,56.81,234,"2,077",500,83.73,9.85,31.34,25.41,3.99,"4,096.6"
171,크리스에프앤씨,"40,900",300,-0.73%,"1,000","7,533","41,200","41,200","40,400","40,700","40,900",307,"11,943","2,735",405,"11,715",3.83,"4,792","2,924","3,136",734,498,12.71,386,"5,040",740,32.13,8.12,16.91,13.07,1.62,"2,126.6"
172,하나기술,"63,800","2,500",+4.08%,500,"91,623","61,300","63,900","61,100","63,800","63,900","5,741","49,176","3,785","9,829","7,473",0.28,"4,768",880,"1,195",660,-45,48.49,-305,"-5,724",0,-178.54,-11.15,-87.41,-27.58,8.56,"2,572.2"
173,동원개발,"5,220",180,+3.57%,500,"151,206","5,020","5,240","4,970","5,200","5,220",768,"147,822","17,998","18,119","90,808",12.21,"4,740","6,306","10,650","1,642","1,876",-1.87,"1,444","1,233",185,76.76,4.23,17.28,14.48,0.50,"1,883.9"
174,인터파크,"5,810",140,-2.35%,500,"3,181,453","5,970","6,020","5,760","5,810","5,820","18,744","4,112,461","197,891","68,891","81,189",4.15,"4,717","31,692","16,029","9,931",-112,-7.13,-258,-309,20,-124.69,-18.80,-10.72,-1.53,1.56,665.6
175,네오위즈홀딩스,"53,100","3,600",-6.35%,500,"217,946","56,500","56,500","52,300","53,000","53,100","11,700","205,762","6,545","3,136","8,857",3.74,"4,703","2,892","7,348",962,578,13.90,950,"7,030",N/A,96.31,7.55,15.01,14.00,0.94,"9,634.1"
176,CJ프레시웨이,"39,550",50,-0.13%,"1,000","54,753","39,550","40,350","39,350","39,550","39,700","2,183","129,233","2,460","3,143","11,872",17.50,"4,695","24,785","11,228","8,365",-35,-18.87,-425,685,0,-106.11,57.74,-20.16,-3.69,2.36,678.4
177,KG ETS,"13,000",400,-2.99%,500,"367,473","13,400","13,400","12,950","13,000","13,050","4,808","352,937","72,757","43,067","36,000",1.93,"4,680","1,539","25,584","15,082",191,N/A,267,-776,110,N/A,-16.75,N/A,N/A,1.39,"1,255.0"
178,코리아센터,"6,100",100,-1.61%,100,"144,308","6,200","6,220","6,080","6,100","6,110",881,"157,413","53,540","5,587","76,201",0.89,"4,648","3,030","4,067","1,720",172,20.48,161,176,0,59.42,34.66,7.17,4.30,1.74,"2,908.7"
179,원익피앤이,"31,000",700,+2.31%,500,"305,295","30,000","31,150","30,000","31,000","31,050","9,399","387,516","27,018","41,309","14,819",1.92,"4,594","1,277","2,072","1,020",206,-13.23,187,"1,213",N/A,16.09,25.56,20.17,9.71,3.98,"1,318.8"
180,툴젠,"58,500","1,600",-2.66%,500,"38,540","61,000","61,000","58,100","58,500","58,600","2,280","120,668","6,002",272,"7,852",0.95,"4,594",7,301,31,-148,-36.62,-147,"-2,240",0,8.39,-26.12,-54.69,-49.05,19.80,451.0
181,CMG제약,"3,305",60,-1.78%,500,"501,606","3,340","3,380","3,270","3,305","3,310","1,664","2,619,860","67,288","48,233","138,892",6.77,"4,590",645,"1,954",142,18,9.96,2,4,N/A,-30.01,826.25,0.12,0.11,2.49,159.1
182,모두투어,"24,150",350,-1.43%,500,"139,974","24,400","24,450","23,750","24,150","24,200","3,369","136,773","28,741","13,654","18,900",10.44,"4,564",548,"2,566","1,759",-212,-81.57,-647,"-2,934",N/A,-762.91,-8.23,-73.08,-19.11,11.91,807.6
183,사람인에이치알,"39,100",800,-2.01%,500,"5,444","39,900","39,900","39,000","39,100","39,300",213,"3,189",771,299,"11,659",30.79,"4,559",963,"1,456",205,241,2.92,216,"2,730",600,-11.82,14.32,18.40,15.65,2.99,"2,186.4"
184,에프에스티,"20,850",650,-3.02%,500,"81,505","21,300","21,350","20,600","20,850","20,900","1,707","78,412","17,501","6,037","21,757",2.44,"4,536","1,662","2,242",904,248,32.16,187,"1,566",100,31.62,13.31,15.31,9.22,2.00,"1,255.8"
